Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-08-04T17:31:38.877Z","Included","auto","No","65","0","12694","96","12855","0.004"
"2025-08-04T17:30:05.642Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-04T17:26:56.356Z","Included","auto","No","4359","0","173257","1999","179615","0.06"
"2025-08-04T17:23:15.057Z","Included","auto","No","82573","0","666398","4325","753296","0.27"
"2025-08-04T17:23:00.974Z","Included","gpt-4.1","No","0","549","64000","191","64740","0.03"
"2025-08-04T17:21:23.927Z","Included","gpt-4.1","No","0","11801","98304","2744","112849","0.09"
"2025-08-04T17:20:14.503Z","Included","gpt-4.1","No","0","4212","42368","1256","47836","0.04"
"2025-08-04T17:18:26.071Z","Included","gpt-4.1","No","0","11392","60416","796","72604","0.06"
"2025-08-04T17:17:02.830Z","Included","gpt-4.1","No","0","174258","0","6215","180473","0.10"
"2025-08-04T17:16:19.965Z","Included","gpt-4.1","No","0","176970","165504","814","343288","0.44"
"2025-08-04T17:08:29.302Z","Included","gpt-4.1","No","0","1293","164352","272","165917","0.09"
"2025-08-04T17:05:32.165Z","Included","gpt-4.1","No","0","7311","157440","553","165304","0.10"
"2025-08-04T17:03:18.810Z","Included","gpt-4.1","No","0","155234","0","140","155374","0.31"
"2025-08-04T17:02:40.173Z","Included","gpt-4.1","No","0","8643","146048","388","155079","0.09"
"2025-08-04T17:00:15.348Z","Included","gpt-4.1","No","0","267625","122752","2142","392519","0.61"
"2025-08-04T16:57:14.495Z","Included","gpt-4.1","No","0","117436","0","390","117826","0.24"
"2025-08-04T16:56:08.030Z","Included","gpt-4.1","No","0","233483","0","337","233820","0.47"
"2025-08-04T16:54:23.478Z","Included","gpt-4.1","No","0","112553","0","1796","114349","0.24"
"2025-08-04T16:52:00.188Z","Included","gpt-4.1","No","0","111627","0","611","112238","0.23"
"2025-08-04T16:45:37.646Z","Included","gpt-4.1","No","0","105209","0","162","105371","0.21"
"2025-08-04T16:44:28.895Z","Included","gpt-4.1","No","0","108195","99200","771","208166","0.27"
"2025-08-04T16:41:51.395Z","Included","gpt-4.1","No","0","237","97920","200","98357","0.05"
"2025-08-04T16:41:40.822Z","Included","gpt-4.1","No","0","309","97408","308","98025","0.05"
"2025-08-04T16:41:15.029Z","Included","gpt-4.1","No","0","277","96896","242","97415","0.05"
"2025-08-04T16:38:49.577Z","Included","gpt-4.1","No","0","907","88064","128","89099","0.05"
"2025-08-04T16:38:04.630Z","Included","gpt-4.1","No","0","754","86912","134","87800","0.05"
"2025-08-04T16:36:55.581Z","Included","gpt-4.1","No","0","350","86144","111","86605","0.04"
"2025-08-04T16:36:07.392Z","Included","gpt-4.1","No","0","167","84992","170","85329","0.04"
"2025-08-04T16:35:33.105Z","Included","gpt-4.1","No","0","84314","82944","886","168144","0.22"
"2025-08-04T16:33:20.450Z","Included","gpt-4o","No","0","79434","0","116","79550","0.20"
"2025-08-04T16:32:18.870Z","Included","auto","No","0","36471","0","5307","41778","0.02"
"2025-08-04T16:32:05.802Z","Included","claude-4-sonnet-thinking","No","97266","91","0","172","97529","0.37"
"2025-08-04T16:31:29.138Z","Included","auto","No","0","36471","0","5307","41778","0.02"
"2025-08-04T16:30:30.272Z","Included","auto","No","0","93589","0","9483","103072","0.05"
"2025-08-04T16:26:42.318Z","Included","auto","No","6491","0","453278","919","460688","0.12"
"2025-08-04T16:24:34.141Z","Included","auto","No","3338","0","425390","302","429030","0.11"
"2025-08-04T16:22:28.452Z","Included","auto","No","57355","0","328869","877","387101","0.14"
"2025-08-04T16:19:11.774Z","Included","auto","No","4451","0","35018","198","39667","0.01"
"2025-08-04T16:18:13.755Z","Included","auto","No","42061","70938","235931","10060","358990","0.15"
"2025-08-04T16:18:00.355Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-04T16:17:34.728Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-04T16:17:18.405Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","0","0","0","0","0.00"
"2025-08-04T16:15:07.449Z","Included","claude-4-sonnet-thinking","No","11444","210","1435798","2452","1449904","0.51"
"2025-08-04T16:13:23.699Z","Included","claude-4-sonnet-thinking","No","129140","239","429564","748","559691","0.63"
"2025-08-04T16:11:53.015Z","Included","claude-4-sonnet-thinking","No","123529","160","417851","652","542192","0.60"
"2025-08-04T16:10:36.223Z","Included","claude-4-sonnet-thinking","No","2565","183","530758","1058","534564","0.19"
"2025-08-04T16:08:14.476Z","Included","claude-4-sonnet-thinking","No","2728","258","1044169","1245","1048400","0.34"
"2025-08-04T16:05:25.253Z","Included","claude-4-sonnet-thinking","No","129312","204","1615886","4651","1750053","1.04"
"2025-08-04T16:04:45.137Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","0","0","0","0","0.00"
"2025-08-04T16:04:17.312Z","Included","claude-4-sonnet-thinking","No","64979","552","0","246","65777","0.25"
"2025-08-04T15:59:11.119Z","Included","auto","No","113579","37161","610697","15311","776748","0.33"
"2025-08-04T15:55:10.115Z","Included","auto","No","30768","0","1413148","7708","1451624","0.41"
"2025-08-04T15:48:26.405Z","Included","auto","No","22784","0","582409","6093","611286","0.19"
"2025-08-04T15:44:34.326Z","Included","auto","No","22118","0","891851","6585","920554","0.27"
"2025-08-04T15:41:48.153Z","Included","auto","No","14134","0","317568","3688","335390","0.11"
"2025-08-04T15:39:10.248Z","Included","auto","No","24304","0","282654","3378","310336","0.11"
"2025-08-04T14:28:46.770Z","Included","auto","No","43018","0","901327","15260","959605","0.33"
"2025-08-04T14:26:39.400Z","Included","auto","No","7284","0","153573","3007","163864","0.06"
"2025-08-04T14:23:32.807Z","Included","auto","No","32298","0","276208","598","309104","0.10"
"2025-08-04T14:19:34.546Z","Included","accounts/fireworks/models/kimi-k2-instruct","No","99454","0","0","973","100427","0.002"
"2025-08-04T14:17:13.241Z","Included","gpt-4o","No","0","555","63360","665","64580","0.09"
"2025-08-04T14:15:59.533Z","Included","gpt-4o","No","0","0","0","0","0","0.00"
"2025-08-04T14:14:15.845Z","Errored, Not Charged","claude-4-sonnet-thinking","No","0","0","0","0","0","0.00"
"2025-08-04T13:55:17.297Z","Included","auto","No","5516","0","51843","6873","64232","0.05"
"2025-08-04T13:51:33.884Z","Included","auto","No","5467","0","233801","2828","242096","0.08"
"2025-08-04T13:49:38.281Z","Included","auto","No","1337","0","151576","699","153612","0.04"
"2025-08-04T13:47:25.913Z","Included","auto","No","33845","0","256764","752","291361","0.10"
"2025-08-04T12:12:51.045Z","Included","auto","No","22097","0","249600","3190","274887","0.10"
"2025-08-04T12:09:13.775Z","Included","auto","No","2639","0","77659","1974","82272","0.03"
"2025-08-04T12:08:23.876Z","Included","auto","No","0","4530","0","33","4563","0.01"
"2025-08-04T12:06:32.174Z","Included","auto","No","3359","0","70899","1887","76145","0.03"
"2025-08-04T12:02:05.357Z","Included","auto","No","1725","0","67333","1493","70551","0.02"
"2025-08-04T12:00:53.822Z","Included","auto","No","697","0","99281","263","100241","0.03"
"2025-08-04T11:59:41.243Z","Included","auto","No","1812","0","62554","1346","65712","0.02"
"2025-08-04T11:58:49.492Z","Included","auto","No","1945","0","58702","1436","62083","0.02"
"2025-08-04T11:57:17.480Z","Included","auto","No","3578","0","77526","1635","82739","0.03"
"2025-08-04T11:54:23.566Z","Included","auto","No","1466","0","48601","999","51066","0.02"
"2025-08-04T11:53:37.237Z","Included","auto","No","2551","0","65500","1301","69352","0.02"
"2025-08-04T11:50:50.439Z","Included","auto","No","2779","0","39446","752","42977","0.02"
"2025-08-04T11:48:19.882Z","Included","auto","No","3528","4404","66964","1849","76745","0.03"
"2025-08-04T11:44:35.841Z","Included","auto","No","2124","0","55178","1178","58480","0.02"
"2025-08-04T11:42:59.349Z","Included","auto","No","344","0","12778","267","13389","0.005"
"2025-08-04T11:42:10.394Z","Included","auto","No","266","0","12513","321","13100","0.005"
"2025-08-04T11:39:58.445Z","Included","auto","No","9032","0","15816","368","25216","0.01"
"2025-08-04T11:17:55.901Z","Included","auto","No","82439","0","236940","2646","322025","0.15"
"2025-08-04T11:15:53.505Z","Included","auto","No","12057","0","133855","305","146217","0.05"
"2025-08-04T11:15:22.362Z","Included","auto","No","0","157","64768","1451","66376","0.04"
"2025-08-04T11:14:33.989Z","Included","auto","No","0","600","64000","195","64795","0.03"
"2025-08-04T11:13:35.503Z","Included","auto","No","0","405","127616","109","128130","0.07"
"2025-08-04T11:12:56.981Z","Included","auto","No","0","225","62848","451","63524","0.04"
"2025-08-04T11:12:41.223Z","Included","auto","No","0","394","62336","240","62970","0.03"
"2025-08-04T11:11:52.690Z","Included","auto","No","0","277","123776","335","124388","0.07"
"2025-08-04T11:11:32.858Z","Included","auto","No","0","242","60800","486","61528","0.03"
"2025-08-04T11:10:33.047Z","Included","auto","No","0","60573","0","339","60912","0.12"
"2025-08-04T11:10:10.262Z","Included","auto","No","676","0","124997","270","125943","0.03"
"2025-08-04T11:09:02.296Z","Included","auto","No","5293","0","286710","683","292686","0.08"
"2025-08-04T11:08:14.199Z","Included","auto","No","1455","0","393679","758","395892","0.10"
"2025-08-04T11:06:32.567Z","Included","auto","No","5692","0","252198","736","258626","0.07"
"2025-08-04T11:04:11.492Z","Included","auto","No","12748","0","855497","2314","870559","0.24"
"2025-08-04T11:02:27.618Z","Included","auto","No","32398","0","133921","699","167018","0.07"
"2025-08-04T11:02:00.558Z","Included","auto","No","26807","208181","101118","15990","352096","0.14"
"2025-08-04T11:00:02.494Z","Included","auto","No","27937","73360","34877","7282","143456","0.07"
"2025-08-04T10:22:48.507Z","Included","auto","No","9075","0","1266634","4417","1280126","0.34"
"2025-08-04T10:19:06.124Z","Included","auto","No","285","0","98501","3835","102621","0.04"
"2025-08-04T10:16:20.640Z","Included","auto","No","43695","0","621140","534","665369","0.20"
"2025-08-04T10:02:15.030Z","Included","auto","No","68809","0","2190305","13174","2272288","0.67"
"2025-08-04T10:00:57.111Z","Included","auto","No","107562","0","6244078","22057","6373697","1.76"
"2025-08-04T09:50:21.156Z","Included","claude-4-sonnet-thinking","No","41941","8624","0","1253","51818","0.20"
"2025-08-04T09:39:43.883Z","Included","claude-4-sonnet-thinking","No","42311","8617","106750","5041","162719","0.29"
"2025-08-04T09:30:20.670Z","Included","auto","No","26677","0","39783","5471","71931","0.06"
"2025-08-04T09:30:03.328Z","Included","claude-4-sonnet-thinking","No","11715","4500","8022","324","24561","0.06"
"2025-08-04T09:25:45.822Z","Included","claude-4-sonnet-thinking","No","28169","42","70793","4855","103859","0.20"
"2025-08-04T09:25:37.917Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-04T09:04:14.597Z","Included","auto","No","2949","0","80456","2045","85450","0.03"
"2025-08-04T08:58:54.276Z","Included","auto","No","14090","0","191264","6210","211564","0.09"
"2025-08-04T08:58:16.437Z","Included","auto","No","11073","0","33589","129","44791","0.02"
"2025-08-04T08:53:54.771Z","Included","auto","No","20539","0","123891","5973","150403","0.08"
"2025-08-04T08:47:41.132Z","Included","auto","No","0","8117","0","31","8148","0.02"
"2025-08-04T08:10:46.476Z","Included","auto","No","20900","0","173175","5150","199225","0.08"
"2025-08-04T08:05:14.437Z","Included","auto","No","33201","0","217387","7775","258363","0.12"
"2025-08-03T22:25:48.016Z","Included","claude-4-sonnet-thinking","No","27004","9226","789465","5480","831175","0.45"
"2025-08-03T22:19:19.116Z","Included","claude-4-sonnet-thinking","No","115246","535","1311323","4927","1432031","0.90"
"2025-08-03T22:14:27.356Z","Included","claude-4-sonnet-thinking","No","14859","165","1897782","6389","1919195","0.72"
"2025-08-03T22:11:21.185Z","Included","claude-4-sonnet-thinking","No","5996","325","571403","1957","579681","0.22"
"2025-08-03T22:07:39.112Z","Included","claude-4-sonnet-thinking","No","2598","276","369264","1819","373957","0.15"
"2025-08-03T22:04:44.237Z","Included","claude-4-sonnet-thinking","No","16960","583","1034695","2923","1055161","0.42"
"2025-08-03T22:00:18.745Z","Included","claude-4-sonnet-thinking","No","17200","1142","1175831","5705","1199878","0.51"
"2025-08-03T21:57:19.810Z","Included","claude-4-sonnet-thinking","No","9884","590","248844","1550","260868","0.14"
"2025-08-03T21:45:09.639Z","Errored, Not Charged","claude-4-sonnet-thinking","No","50493","23","529900","3916","584332","0.41"
"2025-08-03T21:42:51.846Z","Included","claude-4-sonnet-thinking","No","150688","719","291142","4142","446691","0.72"
"2025-08-03T21:26:11.490Z","Included","claude-4-sonnet-thinking","No","143498","124208","1769883","10713","2048302","1.29"
"2025-08-03T21:16:26.966Z","Included","auto","No","4316","0","532169","970","537455","0.14"
"2025-08-03T21:15:20.858Z","Included","auto","No","2969","0","412658","1396","417023","0.11"
"2025-08-03T21:12:54.083Z","Included","auto","No","4439","0","300767","944","306150","0.08"
"2025-08-03T21:11:23.607Z","Included","auto","No","2087","0","385341","567","387995","0.10"
"2025-08-03T21:09:27.900Z","Included","auto","No","93952","0","463054","1702","558708","0.22"
"2025-08-03T21:01:29.640Z","Included","auto","No","13261","0","1170866","4574","1188701","0.32"
"2025-08-03T20:47:09.081Z","Included","auto","No","3673","0","361454","1850","366977","0.10"
"2025-08-03T20:43:42.164Z","Included","auto","No","67858","0","1064656","3037","1135551","0.35"
"2025-08-03T20:10:00.922Z","Included","auto","No","49963","0","1230707","9975","1290645","0.40"
"2025-08-03T19:50:20.688Z","Included","auto","No","0","95307","0","586","95893","0.20"
"2025-08-03T19:40:59.424Z","Included","auto","No","73457","93738","3105377","28057","3300629","0.97"
"2025-08-03T19:31:25.652Z","Included","auto","No","76427","69323","1664794","12645","1823189","0.55"
"2025-08-03T19:19:17.167Z","Included","auto","No","54516","0","3426243","7081","3487840","0.94"
"2025-08-03T19:09:09.623Z","Included","auto","No","74188","0","3262465","8278","3344931","0.92"
"2025-08-03T19:05:36.217Z","Included","claude-4-sonnet-thinking","No","7644","255","369252","2024","379175","0.17"
"2025-08-03T19:01:31.323Z","Included","claude-4-sonnet-thinking","No","12873","749","352085","2150","367857","0.19"
"2025-08-03T18:57:47.492Z","Included","claude-4-sonnet-thinking","No","111845","761","352731","3582","468919","0.58"
"2025-08-03T18:51:50.488Z","Included","claude-4-sonnet-thinking","No","103409","111","628839","7639","739998","0.69"
"2025-08-03T18:46:10.517Z","Included","claude-4-sonnet-thinking","No","129199","967","487574","5933","623673","0.72"
"2025-08-03T18:34:44.712Z","Included","claude-4-sonnet-thinking","No","107495","608","1512173","7539","1627815","0.97"
"2025-08-03T18:30:16.625Z","Included","claude-4-sonnet-thinking","No","63566","129","868640","5794","938129","0.59"
"2025-08-03T18:26:21.077Z","Included","claude-4-sonnet-thinking","No","57904","116","438847","5880","502747","0.44"
"2025-08-03T16:38:09.257Z","Included","claude-4-sonnet-thinking","No","133120","78277","4998864","22965","5233226","2.28"
"2025-08-03T16:23:35.938Z","Included","claude-4-sonnet-thinking","No","161040","83132","3191268","19551","3454991","1.93"
"2025-08-03T16:11:02.964Z","Included","claude-4-sonnet-thinking","No","92712","31081","3899159","15787","4038739","1.85"
"2025-08-03T16:07:31.012Z","Included","claude-4-sonnet-thinking","No","74941","242","632262","4779","712224","0.54"
"2025-08-03T15:58:28.872Z","Included","claude-4-sonnet-thinking","No","75310","138","1680067","20776","1776291","1.10"
"2025-08-03T15:29:35.952Z","Included","auto","No","41219","0","2887432","9600","2938251","0.80"
"2025-08-03T15:21:33.479Z","Included","auto","No","41378","0","689618","1936","732932","0.22"
"2025-08-03T14:27:35.870Z","Included","auto","No","83935","0","2792532","8124","2884591","0.81"
"2025-08-03T14:24:47.179Z","Included","auto","No","11943","0","147832","3620","163395","0.06"
"2025-08-03T14:15:05.050Z","Included","auto","No","62269","0","362431","2053","426753","0.16"
"2025-08-03T14:08:07.937Z","Included","auto","No","58938","0","516599","3600","579137","0.20"
"2025-08-03T14:00:35.462Z","Included","auto","No","27165","0","318476","4058","349699","0.12"
"2025-08-03T13:44:16.646Z","Included","auto","No","35569","80051","537965","9053","662638","0.21"
"2025-08-03T13:36:37.092Z","Included","claude-4-sonnet-thinking","No","126319","455","1466308","6892","1599974","1.02"
"2025-08-03T13:35:48.817Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-08-03T13:28:40.883Z","Included","auto","No","15575","0","1069995","3235","1088805","0.30"
"2025-08-03T13:25:51.207Z","Included","auto","No","6092","0","165027","2208","173327","0.06"
"2025-08-03T13:22:32.946Z","Included","auto","No","7468","0","478599","2543","488610","0.14"
"2025-08-03T13:08:56.528Z","Included","auto","No","70688","0","841468","2409","914565","0.29"
"2025-08-03T13:04:56.604Z","Included","claude-4-sonnet-thinking","No","76318","397","1077578","5281","1159574","0.69"
"2025-08-02T11:46:28.346Z","Included","claude-4-sonnet-thinking","No","56193","3809","1081186","9128","1150316","0.68"
"2025-08-02T11:43:25.479Z","Included","claude-4-sonnet-thinking","No","30778","107","278898","4510","314293","0.27"
"2025-08-02T10:39:42.619Z","Included","claude-4-sonnet","No","0","9212","0","102","9314","0.03"
"2025-08-01T20:49:46.235Z","Included","claude-4-sonnet-thinking","No","23584","56","124702","1678","150020","0.15"
"2025-08-01T18:18:41.663Z","Included","claude-4-sonnet-thinking","No","15781","8","0","408","16197","0.07"
"2025-08-01T18:11:59.066Z","Included","claude-4-sonnet-thinking","No","21718","8","0","1391","23117","0.10"
"2025-08-01T15:03:14.545Z","Included","claude-4-sonnet","No","0","9484","0","893","10377","0.04"
"2025-08-01T15:02:09.542Z","Included","claude-4-sonnet","No","0","9552","0","115","9667","0.03"
"2025-08-01T15:01:17.321Z","Included","claude-4-sonnet","No","0","9168","0","280","9448","0.03"
"2025-08-01T15:00:40.125Z","Included","claude-4-sonnet","No","0","8892","0","45","8937","0.03"
"2025-08-01T15:00:03.518Z","Included","claude-4-sonnet","No","0","8917","0","50","8967","0.03"
"2025-08-01T14:59:49.300Z","Included","auto","No","0","8034","0","59","8093","0.02"
"2025-08-01T10:50:25.925Z","Included","claude-4-sonnet-thinking","No","46481","30","84052","3914","134477","0.26"
